150 10
  1	05:00:00	21:00:00
  2	05:00:00	21:00:00
  3	05:00:00	21:00:00
  4	05:00:00	21:00:00
  5	05:00:00	21:00:00
  6	05:00:00	21:00:00
  7	05:00:00	21:00:00
  8	05:00:00	21:00:00
  9	05:00:00	21:00:00
 10	05:00:00	21:00:00
  1	05:00:00	05:10:00	 1  2  3  7  8 10 
  2	05:08:00	05:14:00	 1  2  5  7  8 
  3	05:17:00	05:27:00	 1  3  4  5  7 
  4	05:34:00	05:36:00	 1  2  3  6  8  9 10 
  5	05:43:00	05:49:00	 2  3  4  5  8 10 
  6	06:01:00	06:07:00	 1  3  7  9 10 
  7	06:03:00	06:09:00	 1  4  6  7  9 10 
  8	06:03:00	06:13:00	 2  4  5  6 
  9	06:08:00	06:10:00	 1  5  6  9 10 
 10	06:21:00	06:25:00	 1  2  4  5  6  8  9 10 
 11	06:26:00	06:34:00	 3  4  5  7  9 
 12	06:32:00	06:34:00	 6  7  8  9 
 13	06:44:00	06:54:00	 1  2  5  6  7 10 
 14	06:48:00	06:52:00	 2  3  4  5  7  8 
 15	06:46:00	06:54:00	 1  2  3  7 
 16	07:07:00	07:11:00	 1  2  5  6 
 17	07:28:00	07:30:00	 2  3  4  7  9 10 
 18	07:50:00	07:54:00	 1  4  5  7  9 10 
 19	07:51:00	07:53:00	 1  3  4  6  8  9 
 20	08:05:00	08:07:00	 1  2  3  4  7  8  9 10 
 21	08:16:00	08:26:00	 2  6  7 10 
 22	08:18:00	08:24:00	 1  3  4  5 
 23	08:21:00	08:25:00	 1  2  5  7  8 10 
 24	08:35:00	08:45:00	 3  5  6  7 10 
 25	08:37:00	08:47:00	 1  2  3  4  7 10 
 26	08:42:00	08:46:00	 1  3  4  7  8 
 27	09:05:00	09:11:00	 2  4  6  7  8 10 
 28	09:10:00	09:14:00	 1  3  4  6  7  8  9 10 
 29	09:18:00	09:20:00	 4  6  8  9 10 
 30	09:17:00	09:25:00	 4  5  8 
 31	09:22:00	09:28:00	 1  2 
 32	09:29:00	09:31:00	 1  4  7  8 10 
 33	09:31:00	09:35:00	 2  4  6  9 
 34	09:35:00	09:39:00	 2  4  7  9 10 
 35	10:00:00	10:04:00	 1  2  4  5  6  7  9 
 36	10:00:00	10:08:00	 1  2  4  5  6  9 
 37	10:02:00	10:08:00	 1  2  3  7 
 38	10:15:00	10:17:00	 2  3  9 10 
 39	10:12:00	10:20:00	 2  3  4  5  8 
 40	10:36:00	10:40:00	 1  4 
 41	10:36:00	10:46:00	 1  7  8  9 10 
 42	11:03:00	11:07:00	 1  2  4  7  8 10 
 43	11:06:00	11:08:00	 5  6  8  9 
 44	11:08:00	11:16:00	 2  6  7  8  9 
 45	11:09:00	11:15:00	 4  5  8  9 10 
 46	11:36:00	11:38:00	 3  7 
 47	11:40:00	11:48:00	 2  7  8 10 
 48	11:43:00	11:53:00	 1  2  4  5  8  9 
 49	11:46:00	11:52:00	 2  5  7  8 10 
 50	11:53:00	11:59:00	 1  3  4  8  9 
 51	12:08:00	12:12:00	 1  2  3  6  8  9 10 
 52	12:09:00	12:17:00	 1  2  3  8 
 53	12:31:00	12:37:00	 2  3  4 
 54	12:32:00	12:38:00	 2  3  4  8 
 55	12:40:00	12:50:00	 1  2  3  4  5  9 10 
 56	12:53:00	12:55:00	 2  6  7  8  9 10 
 57	12:53:00	12:59:00	 1  2  8  9 
 58	12:55:00	13:03:00	 1  2  5  6  8  9 
 59	12:57:00	13:03:00	 1  3  4  5 
