250 20
  1	05:00:00	21:00:00
  2	05:00:00	21:00:00
  3	05:00:00	21:00:00
  4	05:00:00	21:00:00
  5	05:00:00	21:00:00
  6	05:00:00	21:00:00
  7	05:00:00	21:00:00
  8	05:00:00	21:00:00
  9	05:00:00	21:00:00
 10	05:00:00	21:00:00
 11	05:00:00	21:00:00
 12	05:00:00	21:00:00
 13	05:00:00	21:00:00
 14	05:00:00	21:00:00
 15	05:00:00	21:00:00
 16	05:00:00	21:00:00
 17	05:00:00	21:00:00
 18	05:00:00	21:00:00
 19	05:00:00	21:00:00
 20	05:00:00	21:00:00
  1	05:00:00	05:10:00	 1  2  3  7  8 10 11 12 15 16 19 
  2	05:18:00	05:22:00	 1  3  4  5  7  8  9 11 15 17 19 20 
  3	05:41:00	05:49:00	 2  3  4  5  7 10 11 12 13 16 18 19 
  4	05:54:00	06:04:00	 1  5  7  8 11 12 15 17 18 20 
  5	06:19:00	06:29:00	 2  4  5  6 12 14 18 19 
  6	06:25:00	06:27:00	 1  3  5  6  8  9 10 12 13 14 15 16 17 18 
  7	06:44:00	06:50:00	 1  3  7 13 14 15 16 18 20 
  8	06:50:00	07:00:00	 2  3  4  7 10 12 13 14 15 17 18 
  9	06:51:00	06:59:00	 1  2  3  7 11 13 14 15 16 19 20 
 10	06:54:00	06:56:00	 2  3  5  7  8  9 12 14 15 16 17 18 20 
 11	06:53:00	06:57:00	 1  3  5  6  8  9 10 12 13 15 17 18 20 
 12	06:57:00	06:59:00	 1  2  3  4  7  8  9 10 11 16 20 
 13	07:20:00	07:28:00	 3  4  6  7  8 17 18 
 14	07:48:00	07:50:00	 2  3  4  6  9 11 12 13 16 18 19 20 
 15	08:09:00	08:13:00	 2  5  7  9 11 12 15 16 19 20 
 16	08:11:00	08:15:00	 1  3  5  6  7  9 12 13 15 16 18 19 20 
 17	08:21:00	08:27:00	 1  2  6  8 10 11 12 15 19 20 
 18	08:23:00	08:31:00	 5  6  7 16 18 20 
 19	08:29:00	08:33:00	 3  4  6  8 11 13 15 18 
 20	08:29:00	08:35:00	 1  3  6  8  9 10 12 13 14 15 17 18 19 20 
 21	08:31:00	08:41:00	 2  4  5  7  8  9 12 16 17 18 19 
 22	08:38:00	08:42:00	 4  5  6  9 10 16 17 19 20 
 23	08:36:00	08:46:00	 1  2  5  8 11 12 15 
 24	08:40:00	08:48:00	 1  2  8  9 10 11 12 14 16 17 19 
 25	08:44:00	08:46:00	 2  3  6 11 12 14 15 17 19 
 26	08:46:00	08:50:00	 3  4  5  6 14 15 18 19 20 
 27	09:12:00	09:14:00	 3  7 11 12 13 16 
 28	09:21:00	09:27:00	 4  5  7  8 11 12 15 18 
 29	09:35:00	09:43:00	 2  3  4  6  7  9 10 14 15 17 18 19 20 
 30	09:39:00	09:49:00	 2  4  5  6  8  9 10 11 12 17 20 
 31	10:02:00	10:10:00	 1  2  3 11 12 14 15 16 20 
 32	10:02:00	10:10:00	 1  3  4  5  6  7  8 12 13 14 15 16 17 19 
 33	10:06:00	10:08:00	 1  2  3  4  6  8  9 15 16 18 20 
 34	10:04:00	10:12:00	 3  4  6  7 11 12 14 15 16 
 35	10:06:00	10:10:00	 1  4  6  8  9 13 14 15 16 17 
 36	10:09:00	10:13:00	 2  5  9 11 12 15 16 17 19 20 
 37	10:17:00	10:27:00	 1  5  8  9 11 12 14 15 16 17 
 38	10:19:00	10:29:00	 1  3  5  6  7  8  9 10 11 12 14 15 16 17 18 
 39	10:20:00	10:30:00	 1  2  4  6  7  9 12 13 16 17 18 20 
 40	10:21:00	10:31:00	 3  4  5  6  7  9 14 15 16 18 19 20 
 41	10:33:00	10:41:00	 1  5  6  7  8  9 14 16 17 19 
 42	10:37:00	10:43:00	 2  6  7 13 14 
 43	10:37:00	10:43:00	 1  3  6  8  9 11 12 14 15 16 17 18 19 
 44	10:40:00	10:46:00	 2  6  7 10 11 12 15 16 18 19 20 
 45	10:43:00	10:51:00	 1  2  3  5  6  7  8  9 10 12 13 14 16 17 19 
 46	10:44:00	10:54:00	 2  3  4  6  7  9 12 13 14 17 19 20 
 47	10:58:00	11:00:00	 2  4  9 11 13 14 17 19 
 48	10:56:00	11:04:00	 1  5  6  8  9 10 11 13 14 16 17 19 20 
 49	11:10:00	11:20:00	 1  3  6  7  8  9 10 11 12 14 16 19 
 50	11:15:00	11:21:00	 3  6  9 10 12 13 14 18 19 20 
 51	11:18:00	11:22:00	 5 11 13 16 17 19 
 52	11:35:00	11:43:00	 2  3  4  5  6  9 17 19 
 53	11:37:00	11:47:00	 2  7 11 17 20 
 54	11:40:00	11:50:00	 4  7  8 11 12 13 14 16 17 20 
 55	11:44:00	11:46:00	 2  3  4  6 12 14 16 17 18 
 56	11:46:00	11:48:00	 1  3  4  6  7  8 11 12 15 16 18 19 
 57	11:52:00	12:02:00	 2  5  6  7  9 11 12 13 15 16 20 
 58	12:00:00	12:02:00	 1  3  4  5  7  8 10 11 15 16 18 20 
 59	12:10:00	12:18:00	 1  3  5  9 11 17 18 
 60	12:10:00	12:18:00	 2  3  4  8 13 15 16 17 18 
 61	12:35:00	12:39:00	 2  3  5  6  7  8  9 10 11 12 13 14 16 17 20 
 62	12:45:00	12:49:00	 2  4 10 11 12 13 15 17 19 20 
 63	13:02:00	13:04:00	 3  4  5  8  9 12 13 15 16 20 
 64	13:15:00	13:23:00	 1  3  7  8 15 16 17 
 65	13:17:00	13:23:00	 3  4  5  6 10 11 12 13 14 19 
 66	13:19:00	13:21:00	 2  3  6  7  9 10 12 15 17 19 20 
 67	13:19:00	13:29:00	 5  7  8 10 12 13 14 16 17 18 19 
 68	13:33:00	13:41:00	 1  2  3  5  6  8  9 11 14 15 16 20 
 69	13:59:00	14:01:00	 4  6  7  8  9 10 16 18 19 20 
 70	13:58:00	14:08:00	 4 11 15 16 17 19 
 71	14:01:00	14:07:00	 1  3  5  7  8 10 11 13 14 19 
 72	14:04:00	14:08:00	 1  2  4  5  8 13 15 17 18 19 20 
 73	14:08:00	14:12:00	 2  3  4  5  6  7 12 13 14 17 20 
 74	14:09:00	14:15:00	 5  7  9 11 13 15 16 18 
 75	14:13:00	14:19:00	 4  5  9 12 13 14 16 
 76	14:32:00	14:40:00	 2  6  9 10 11 12 13 14 15 17 19 
 77	14:57:00	14:59:00	 1  2  3  5  6  7  9 10 12 13 14 15 18 19 20 
 78	14:55:00	15:03:00	 2  3  6  8 10 12 13 16 17 18 19 
 79	14:56:00	15:04:00	 1  6  7  9 11 12 15 16 17 18 
 80	15:00:00	15:04:00	 1  2  3  5  7  9 10 11 12 13 15 16 17 18 19 
 81	15:01:00	15:09:00	 2  4  5  7  8 14 16 18 19 20 
 82	15:05:00	15:11:00	 1  4  5  7 11 12 14 16 
 83	15:16:00	15:20:00	 1  2  3  5  7  8 10 12 14 15 17 20 
 84	15:13:00	15:23:00	 2  3 10 16 18 19 20 
 85	15:32:00	15:42:00	 2  4  5  8  9 10 11 12 14 
 86	15:40:00	15:42:00	 3  4  5  7  8 11 12 13 17 18 19 20 
 87	15:56:00	16:00:00	 2  4  5  7  8 14 15 18 20 
 88	16:13:00	16:17:00	 1  2  3  4  9 11 13 15 16 17 18 19 20 
 89	16:12:00	16:22:00	 4  7  8 10 13 14 16 17 19 
 90	16:16:00	16:22:00	 1  3  4  5  7 10 11 12 13 14 15 17 19 20 
 91	16:27:00	16:29:00	 1  6  9 10 11 12 15 17 
 92	16:29:00	16:31:00	 1  2  3  4  6  7  8  9 10 11 12 13 15 16 17 
 93	16:27:00	16:35:00	 4  5  7  8 13 14 15 16 17 
 94	16:35:00	16:43:00	 1  4  7  8  9 10 14 17 
 95	16:46:00	16:48:00	 1  5  6  7  8  9 10 13 14 15 17 18 19 20 
 96	16:44:00	16:52:00	 1  2  4  6  8  9 11 12 14 16 18 19 
 97	17:08:00	17:14:00	 1  6  8 12 13 14 17 18 20 
 98	17:13:00	17:17:00	 1  3  4  5  7  9 10 11 16 17 
 99	17:39:00	17:45:00	 2  8 12 14 16 17 18 19 20 
100	17:54:00	17:56:00	 1  4  5  7 10 13 15 18 19 
101	17:58:00	18:00:00	 2  3  5  6 10 11 12 13 15 16 17 18 19 20 
102	17:54:00	18:04:00	 4  5  7  8 13 14 15 17 19 20 
103	18:19:00	18:25:00	 1  6  7  9 11 15 17 18 19 
104	18:22:00	18:26:00	 4  5  7  9 10 11 13 15 17 18 19 20 
105	18:34:00	18:40:00	 1  2  3  4  5  6  8  9 15 16 17 19 20 
106	18:36:00	18:44:00	 1  9 10 11 12 15 17 18 20 
107	18:41:00	18:51:00	 4  6  8  9 11 12 13 14 15 19 20 
108	18:42:00	18:52:00	 1  2  3  4  7  8 11 12 15 17 18 19 20 
109	18:46:00	18:48:00	 1  2  3  6  7  8  9 11 13 14 15 17 18 19 
110	18:46:00	18:56:00	 4  5  6 11 15 17 19 20 
111	19:01:00	19:03:00	 1  4  6  9 12 13 15 16 20 
112	19:01:00	19:03:00	 2  4  8  9 10 11 13 20 
113	19:00:00	19:10:00	 1  2  4  7  8 11 13 14 18 
114	19:11:00	19:13:00	 3  4  6  7 10 11 15 17 
115	19:16:00	19:24:00	 3  4  5  6  8 10 11 13 16 
116	19:19:00	19:23:00	 1  3  4  5  8 13 16 
117	19:42:00	19:46:00	 2  5  7  8 12 17 18 
118	19:39:00	19:49:00	 1  2  3  9 10 11 12 13 16 
119	20:05:00	20:09:00	 2  4  8  9 10 11 12 14 16 18 20 
120	20:22:00	20:32:00	 1  2  3  6 11 14 15 19 
121	20:27:00	20:31:00	 5  6 10 11 13 14 16 17 
122	20:41:00	20:43:00	10 14 
123	20:58:00	21:00:00	 4  5  8 10 13 16 17 18 19 20 
124	20:58:00	21:06:00	 3  5  6  8 12 13 16 18 19 
125	21:02:00	21:10:00	 1  2  3  4  6  7 10 11 14 16 17 19 
126	21:04:00	21:12:00	 1  2  3  5  6  7  9 11 13 14 15 16 17 20 
127	21:10:00	21:12:00	 1  4  5  8  9 11 12 13 15 16 17 18 19 20 
128	21:14:00	21:16:00	 1  2  7 11 12 13 14 15 17 18 19 
129	21:22:00	21:32:00	 1  2  3  4  5  6  7  8 11 12 15 19 20 
130	21:27:00	21:31:00	 1  3  4  5  6  7  9 11 13 14 15 17 18 19 
131	21:30:00	21:34:00	 7  9 10 11 12 13 14 16 
132	21:49:00	21:59:00	 1  2  3  4  5  6  7  8 11 18 19 20 
133	21:57:00	21:59:00	 2  9 10 14 16 17 19 20 
134	21:57:00	21:59:00	 2  3  4  6 10 11 14 18 
135	22:13:00	22:17:00	 1  4  5  6  8  9 10 11 12 13 14 16 17 18 19 
136	22:22:00	22:30:00	 2  5  7  9 10 14 15 19 
137	22:27:00	22:33:00	 1  2  5  8  9 11 16 
138	22:28:00	22:36:00	 2  3  5  8  9 10 11 14 16 17 19 20 
139	22:32:00	22:40:00	 1  2  4  9 12 13 17 18 20 
140	22:32:00	22:42:00	 1  3  6  9 10 13 14 15 18 20 
141	22:38:00	22:42:00	 2  3  5  6 12 14 15 19 20 
142	22:41:00	22:45:00	 3  5  6  8  9 10 14 16 17 19 
143	22:47:00	22:51:00	 1 10 15 16 17 18 19 
144	22:46:00	22:54:00	 1  5  7  9 10 11 12 13 14 15 16 19 
145	22:49:00	22:51:00	 2  4  5  7  9 10 12 15 19 20 
146	22:49:00	22:59:00	 1  2  3  4  5 10 12 17 18 20 
147	23:04:00	23:12:00	 1  3  7  9 10 11 13 14 16 17 20 
148	23:07:00	23:09:00	 4  6  7 10 11 12 17 18 19 
149	23:06:00	23:10:00	 1  2  3  5  6  7  8  9 10 11 13 14 15 16 17 
150	23:14:00	23:18:00	 1  2  3  8 10 15 16 17 19 20 
151	23:28:00	23:38:00	 1  5  7  9 14 15 18 
152	23:29:00	23:37:00	 1  2  5  7  8  9 10 11 12 17 20 
153	23:29:00	23:39:00	 2  4  5  8  9 11 13 14 15 20 
154	23:32:00	23:38:00	 2  3  5  6  8 10 11 12 13 14 15 17 18 19 20 
155	23:38:00	23:40:00	 1  2  4  5  7 13 14 16 17 
156	23:52:00	23:58:00	 1  2  6  8  9 14 17 20 
157	23:53:00	24:03:00	 1  2  8  9 10 11 12 13 14 15 18 
158	24:13:00	24:19:00	 1  2  5  6 13 15 20 
159	24:37:00	24:43:00	 1  3  8  9 11 13 14 16 17 18 19 
160	24:59:00	25:01:00	 2  3  6  7  8  9 10 12 13 18 20 
161	25:00:00	25:06:00	 2  3  5  6  7  9 11 12 13 15 20 
162	25:22:00	25:32:00	 2  3  4  6  7  9 13 16 20 
163	25:22:00	25:32:00	 2  6  8  9 10 12 13 16 17 18 20 
164	25:25:00	25:31:00	 1  3  7 10 13 14 16 17 19 
165	25:27:00	25:35:00	 2  3  4  6  7  8  9 11 12 14 15 16 19 20 
166	25:29:00	25:33:00	 4  5  6 10 11 17 18 19 20 
167	25:30:00	25:38:00	 2  8 11 12 17 18 19 20 
168	25:36:00	25:38:00	 2  3  4  6  8 10 11 14 16 17 18 
169	25:57:00	26:03:00	 4  7  9 11 13 15 16 17 19 20 
170	26:00:00	26:08:00	 1  2  6  7  9 10 11 12 15 16 19 
171	26:06:00	26:08:00	 3  4  5  6  8 10 13 14 15 16 20 
172	26:06:00	26:14:00	 2  4  5  6  8  9 14 16 17 18 19 20 
173	26:10:00	26:12:00	 1  5  6  7  8  9 14 16 18 19 
174	26:29:00	26:31:00	 1  5  9 13 14 19 
175	26:31:00	26:41:00	 3  4  8  9 11 14 16 17 18 20 
176	26:31:00	26:41:00	 5  7 10 11 13 17 19 20 
177	26:33:00	26:43:00	 5  6  9 11 13 14 15 16 17 18 20 
178	26:37:00	26:41:00	 1  2  3  7 10 14 17 19 20 
179	26:59:00	27:07:00	 2  4  6  7  8 11 12 15 17 18 20 
180	27:14:00	27:16:00	 2  3  4  6  7  9 11 12 13 16 17 18 20 
181	27:12:00	27:18:00	 1  2  4  6  7  9 11 12 17 
182	27:24:00	27:26:00	 1  3  4  6  7  8 10 14 18 19 
183	27:36:00	27:38:00	 2  3  4  5  8 13 14 15 16 19 20 
184	28:00:00	28:04:00	 4  5  6  8 11 12 14 17 
185	28:23:00	28:25:00	 1  3  4  5  8 11 12 13 14 15 16 17 19 20 
186	28:39:00	28:43:00	 2  3  4  5  6  7  9 11 12 18 
187	28:52:00	29:02:00	 1  6  7  9 10 11 14 16 17 
188	28:54:00	29:02:00	 5  6 12 14 18 
189	29:02:00	29:08:00	 2  3  5  7  8  9 10 13 16 20 
190	29:04:00	29:06:00	 3  4  8  9 10 12 14 16 19 
191	29:03:00	29:13:00	 2  3  4  5 11 14 15 16 19 
192	29:25:00	29:31:00	 1  2  3  7 11 12 15 19 
193	29:35:00	29:45:00	 2  3  4  6 14 15 17 20 
194	29:36:00	29:44:00	 3  4  5  6  7  8 12 14 17 19 
195	29:41:00	29:45:00	 1  3  4  5  8 12 16 19 20 
196	29:59:00	30:09:00	 2  6  7  8  9 10 13 16 17 19 20 
197	30:02:00	30:10:00	 3  5  7  9 10 11 12 13 15 17 20 
198	30:29:00	30:35:00	 1  3  6  8  9 11 16 17 18 19 
199	30:44:00	30:46:00	 4  5  6  7  9 10 11 14 15 16 17 19 
200	30:41:00	30:49:00	 2  7  8 10 11 12 15 16 
