200 20
  1	05:00:00	21:00:00
  2	05:00:00	21:00:00
  3	05:00:00	21:00:00
  4	05:00:00	21:00:00
  5	05:00:00	21:00:00
  6	05:00:00	21:00:00
  7	05:00:00	21:00:00
  8	05:00:00	21:00:00
  9	05:00:00	21:00:00
 10	05:00:00	21:00:00
 11	05:00:00	21:00:00
 12	05:00:00	21:00:00
 13	05:00:00	21:00:00
 14	05:00:00	21:00:00
 15	05:00:00	21:00:00
 16	05:00:00	21:00:00
 17	05:00:00	21:00:00
 18	05:00:00	21:00:00
 19	05:00:00	21:00:00
 20	05:00:00	21:00:00
  1	05:01:00	05:09:00	 2  3  4  5  8  9 11 13 14 20 
  2	05:02:00	05:12:00	 4  5  6  7 11 12 13 15 17 18 
  3	05:27:00	05:33:00	 3  5  7 10 14 15 16 18 20 
  4	05:30:00	05:38:00	 1  3  5  7 10 12 18 19 
  5	05:39:00	05:43:00	 2  7  8 12 13 14 16 20 
  6	05:40:00	05:44:00	 1  2  4  6  7  8  9 10 11 12 
  7	05:44:00	05:48:00	 1  2  4  6  7 10 12 13 14 18 
  8	05:48:00	05:52:00	 1  3  5  6  7  8 12 14 20 
  9	05:51:00	05:55:00	 1  2  3  6  7  9 10 12 14 15 
 10	06:02:00	06:10:00	 2  3  5  8  9 10 18 19 20 
 11	06:06:00	06:14:00	 2  4  6  9 10 13 17 18 19 
 12	06:08:00	06:14:00	 2  3  8 10 11 12 15 
 13	06:17:00	06:23:00	 3  9 10 13 14 15 16 18 
 14	06:40:00	06:50:00	 2  3  4  7 17 18 20 
 15	06:44:00	06:50:00	 3  4  8 10 11 13 14 15 16 17 
 16	06:49:00	06:53:00	 2  3  5 12 14 
 17	06:58:00	07:08:00	 4  9 10 11 14 17 18 19 
 18	07:02:00	07:04:00	 2  4  5  6  7  9 10 13 19 
 19	07:01:00	07:11:00	 7  9 10 11 15 18 
 20	07:03:00	07:13:00	 2  3  4  5  6  9 12 14 15 19 
 21	07:08:00	07:16:00	 1  7  8  9 10 13 15 16 18 19 
 22	07:22:00	07:28:00	 1  2  4  5  7  8  9 10 11 14 
 23	07:37:00	07:45:00	 2  3  5  9 10 13 16 17 18 19 
 24	07:54:00	07:58:00	 1  2  7 10 
 25	08:14:00	08:20:00	 2  4  5  6  7 11 15 17 18 20 
 26	08:37:00	08:43:00	 7 10 11 12 13 14 16 17 18 20 
 27	08:54:00	09:00:00	 2  4  5  7 10 13 14 15 16 19 
 28	09:11:00	09:19:00	 3  4  5 10 11 12 13 14 16 17 
 29	09:19:00	09:25:00	 5  6 10 11 17 
 30	09:22:00	09:26:00	 3  4  5  6  8  9 10 15 16 17 
 31	09:24:00	09:26:00	 2  3  4  6  8 10 14 16 19 
 32	09:42:00	09:52:00	 1  2  3  5  7 11 13 14 15 16 
 33	10:12:00	10:14:00	 1  4  6  7 12 13 14 15 16 17 
 34	10:13:00	10:15:00	 3  4  6  7  8 10 12 13 15 16 
 35	10:14:00	10:16:00	 3  7  8 12 15 19 20 
 36	10:11:00	10:19:00	 2  4  7 11 16 19 20 
 37	10:13:00	10:23:00	 4  5  6  7  8  9 11 13 14 15 
 38	10:25:00	10:33:00	 2  8 11 13 14 15 20 
 39	10:27:00	10:37:00	 1  2  5  7  8  9 10 11 14 15 
 40	10:35:00	10:37:00	 3  4  5  7  8  9 11 13 14 15 
 41	10:31:00	10:41:00	 3  4  7  9 10 12 13 15 16 19 
 42	10:47:00	10:53:00	 1  3  6  7  9 12 18 20 
 43	11:05:00	11:07:00	 2  3  6  8 10 11 13 14 17 19 
 44	11:04:00	11:14:00	 1  2  3  6 10 11 14 16 17 18 
 45	11:14:00	11:20:00	 1  2  3  7  9 15 17 18 
 46	11:14:00	11:20:00	 1  3  5  6  8 10 11 12 13 15 
 47	11:17:00	11:21:00	 6  7  9 10 12 15 16 18 19 20 
 48	11:19:00	11:21:00	 1  4  7  8  9 10 11 12 13 18 
 49	11:21:00	11:27:00	 3  4  5  8 14 16 20 
 50	11:40:00	11:46:00	 1  2  4  5  6  7  9 11 12 13 
 51	12:09:00	12:11:00	 1  2  6  7  9 11 13 14 15 17 
 52	12:05:00	12:15:00	 1  5  6  7  9 11 13 14 15 16 
 53	12:09:00	12:13:00	 1  3  4  7 10 13 16 17 18 20 
 54	12:19:00	12:27:00	 1  4  5  9 10 12 14 15 20 
 55	12:21:00	12:27:00	 4  5  8 10 11 12 15 17 18 
 56	12:43:00	12:47:00	 2  3  4  9 11 13 15 16 17 18 
 57	12:44:00	12:54:00	 1  2  7  8  9 11 12 14 15 17 
 58	13:08:00	13:14:00	 4  5  6  8 10 11 13 14 16 17 
 59	13:21:00	13:31:00	 2  4  6  8 11 12 13 14 17 19 
 60	13:27:00	13:35:00	 2  4  6  7  8  9 11 17 19 
 61	13:49:00	13:53:00	 3  4  5  7  9 10 11 12 15 16 
 62	14:13:00	14:15:00	 1  2  3  6  8  9 11 12 13 20 
 63	14:28:00	14:30:00	 3  4  6  7  8 11 13 14 16 18 
 64	14:28:00	14:36:00	 1  2  4  9 12 15 16 17 18 19 
 65	14:45:00	14:55:00	 5  7  8  9 15 17 18 19 
 66	15:07:00	15:09:00	 4  5  8 11 12 13 15 18 19 20 
 67	15:12:00	15:22:00	 1  4  5  6  7  8 10 11 12 13 
 68	15:17:00	15:27:00	 1  2  3  4  6  7  8 18 20 
 69	15:17:00	15:27:00	 4  7  9 11 16 17 19 20 
 70	15:24:00	15:26:00	 1  2  4  6  9 10 13 14 15 16 
 71	15:21:00	15:31:00	 1  2  4  6  7  8  9 13 14 15 
 72	15:24:00	15:28:00	 3  4  6  8  9 10 13 14 19 20 
 73	15:26:00	15:32:00	 2  9 11 15 17 
 74	15:30:00	15:32:00	 2  4  9 10 12 13 14 15 16 18 
 75	15:29:00	15:39:00	 2  3  6 12 14 16 17 
 76	15:33:00	15:41:00	 1  4  5  9 10 12 13 14 15 16 
 77	15:34:00	15:42:00	 1  2  3  4  7  9 11 13 14 15 
