250 20
  1	05:00:00	21:00:00
  2	05:00:00	21:00:00
  3	05:00:00	21:00:00
  4	05:00:00	21:00:00
  5	05:00:00	21:00:00
  6	05:00:00	21:00:00
  7	05:00:00	21:00:00
  8	05:00:00	21:00:00
  9	05:00:00	21:00:00
 10	05:00:00	21:00:00
 11	05:00:00	21:00:00
 12	05:00:00	21:00:00
 13	05:00:00	21:00:00
 14	05:00:00	21:00:00
 15	05:00:00	21:00:00
 16	05:00:00	21:00:00
 17	05:00:00	21:00:00
 18	05:00:00	21:00:00
 19	05:00:00	21:00:00
 20	05:00:00	21:00:00
  1	05:01:00	05:09:00	 2  3  4  5  8  9 11 13 14 20 
  2	05:02:00	05:12:00	 4  5  6  7 11 12 13 15 17 18 19 20 
  3	05:05:00	05:13:00	 2  4  6  9 13 14 15 17 19 
  4	05:19:00	05:29:00	 1  3  5  8 10 16 17 19 
  5	05:21:00	05:29:00	 1  6  7 11 12 13 15 19 
  6	05:25:00	05:27:00	 1  3  5  6  7  8  9 10 11 12 13 14 16 17 19 
  7	05:24:00	05:34:00	 3  5  6  7 11 13 15 17 19 20 
  8	05:31:00	05:41:00	 2  4 10 12 13 14 15 16 19 20 
  9	05:33:00	05:39:00	 2  4  5  6  7  8 11 12 14 17 18 19 
 10	05:31:00	05:41:00	 4  5  6  9 11 13 15 18 19 
 11	05:37:00	05:43:00	 3  4  5  8 11 12 17 19 20 
 12	05:47:00	05:49:00	 6 12 18 19 
 13	05:45:00	05:53:00	 1  2  4  7  8  9 10 12 13 14 17 
 14	05:44:00	05:54:00	 4  5  7  9 13 14 18 20 
 15	06:11:00	06:13:00	 1  2  3  5  6  8  9 11 18 20 
 16	06:13:00	06:19:00	 4  5  7 11 16 17 18 
 17	06:34:00	06:44:00	 1  2  5  8 10 11 12 13 15 16 19 
 18	06:39:00	06:43:00	 2  6 13 15 16 17 
 19	07:00:00	07:10:00	 4  5  7  8  9 10 11 14 17 19 20 
 20	07:00:00	07:10:00	 1  5 11 12 13 14 17 19 20 
 21	07:07:00	07:11:00	 1  3  5  6  8  9 11 12 13 14 15 18 19 20 
 22	07:23:00	07:25:00	 1  3  7  8 11 14 15 16 17 18 20 
 23	07:23:00	07:29:00	 5  8 19 
 24	07:27:00	07:29:00	 1  3  4  5  6 10 14 16 17 19 20 
 25	07:28:00	07:34:00	 7 10 11 12 13 14 16 17 18 20 
 26	07:45:00	07:51:00	 2  4  5  7 10 13 14 15 16 19 20 
 27	08:07:00	08:13:00	 2  3  4  9 10 11 12 13 15 16 17 18 19 20 
 28	08:13:00	08:15:00	 2  3  7  8 14 18 19 20 
 29	08:16:00	08:20:00	 1  2  3  4  6  7  8 13 14 15 17 18 20 
 30	08:22:00	08:32:00	 2  4  8 10 13 15 16 19 20 
 31	08:35:00	08:43:00	 1  5  7  8  9 10 11 12 14 15 18 20 
 32	08:56:00	08:58:00	 2  3  4  5  6  7  9 10 13 14 16 17 18 20 
 33	08:57:00	09:03:00	 2  3  6  9 13 14 18 
 34	09:24:00	09:26:00	 1  2  5  7  9 12 16 
 35	09:35:00	09:43:00	 1  3  8  9 10 11 12 13 15 17 18 19 20 
 36	09:49:00	09:53:00	 1  7 10 12 13 14 19 20 
 37	09:49:00	09:59:00	 1  2  5  7  8  9 10 11 14 15 17 
 38	10:04:00	10:14:00	 1  2  3  5  7  8  9 11 15 16 19 
 39	10:18:00	10:20:00	 1  3  4  7  8  9 12 14 17 18 20 
 40	10:15:00	10:23:00	 6  8  9 14 15 18 20 
 41	10:18:00	10:20:00	 2  3  6  8  9 10 12 13 14 15 18 
 42	10:19:00	10:25:00	 3  5  6  7  8  9 12 13 14 18 20 
 43	10:20:00	10:30:00	 3  5  6  9 11 12 13 15 17 18 20 
 44	10:21:00	10:31:00	 1  2  4  7 13 14 16 17 19 
 45	10:27:00	10:31:00	 2  3  4  6  8 11 14 15 16 17 18 19 20 
 46	10:27:00	10:31:00	 2  4  8  9 10 13 19 
 47	10:42:00	10:46:00	 1  2  3  4  6  7  9 10 11 12 14 16 17 18 19 
 48	10:47:00	10:49:00	 1  2  6  7  9 11 13 14 15 17 
 49	10:59:00	11:09:00	 1  2  3  5  7  9 10 11 12 15 16 18 19 
 50	11:05:00	11:11:00	 2  5  8  9 10 12 13 15 16 17 20 
 51	11:12:00	11:14:00	 1  2  4  6  7 12 14 19 20 
 52	11:12:00	11:20:00	 2  3  4  7  9 10 13 14 15 16 18 19 20 
 53	11:14:00	11:24:00	 2  4  6  8  9 10 11 13 14 15 16 
 54	11:41:00	11:45:00	 1  2  4  5  7  8  9 10 15 16 17 19 
 55	11:48:00	11:56:00	 1  3  4  5  6  7  8 10 12 14 16 19 20 
 56	11:53:00	11:59:00	 1  3  4  5  6  9 11 13 14 15 16 18 
 57	11:55:00	11:59:00	 1  3  5 11 12 13 15 17 18 19 20 
 58	11:55:00	12:05:00	 1  2  4  5  6  7  8 11 13 14 16 17 18 
 59	11:58:00	12:02:00	 2  3  5  9 10 12 13 14 17 19 20 
 60	11:57:00	12:07:00	 1  3  5  6  8 13 16 19 20 
 61	12:05:00	12:07:00	 3  8 10 11 12 18 20 
 62	12:26:00	12:32:00	 1  2  7  8 11 14 15 16 18 
 63	12:32:00	12:36:00	 2  4  7  8  9 10 11 13 14 15 16 17 19 
 64	12:49:00	12:57:00	 2  3  4 14 16 18 19 
 65	12:55:00	12:57:00	 3  5  7 12 13 15 16 18 19 20 
 66	13:18:00	13:28:00	 1  4  5  8  9 10 11 13 15 16 18 20 
 67	13:35:00	13:45:00	 3  4  5 11 12 14 16 17 18 
 68	13:53:00	13:55:00	 3  4  7  9 16 18 
 69	13:54:00	14:00:00	 1  6  9 11 16 17 19 20 
 70	14:07:00	14:13:00	 1  4  6  7 10 16 18 20 
 71	14:20:00	14:22:00	 2  3  4  7  8 12 13 15 16 17 18 19 
 72	14:32:00	14:42:00	 1  2  5  7  9 11 12 13 14 16 17 18 
 73	14:59:00	15:03:00	 2  4  5  7  9 10 12 14 15 16 19 20 
 74	15:12:00	15:14:00	 2  3  4  6  8 12 14 15 17 19 20 
 75	15:14:00	15:24:00	 2  5  6  8 10 11 14 15 16 17 
 76	15:38:00	15:46:00	 2  3  4  5  7  8  9 10 11 17 18 19 
 77	15:41:00	15:51:00	 1  3  4  6  7  9 12 13 16 17 18 
 78	15:45:00	15:51:00	 3  4  6  8 15 16 17 19 
 79	15:58:00	16:04:00	 3  6  9 10 12 16 18 19 20 
 80	16:14:00	16:20:00	 2  3  6  9 10 11 12 13 14 17 20 
 81	16:14:00	16:20:00	 2  3  4  7  8 14 15 16 17 
 82	16:29:00	16:31:00	 8 15 18 19 20 
 83	16:30:00	16:38:00	 5  6  9 15 18 19 
 84	16:48:00	16:58:00	 3  4  6  7  9 10 20 
 85	17:10:00	17:20:00	 5  6  8  9 10 12 14 15 16 19 20 
 86	17:11:00	17:21:00	 1  3  5  7  8 11 13 17 18 
 87	17:34:00	17:38:00	 1  2  7  8 11 15 16 19 20 
 88	17:35:00	17:45:00	 1  2  3  4  5  8 11 14 16 
 89	17:47:00	17:53:00	 1  2  3  5  6  9 10 11 14 15 17 18 20 
 90	17:45:00	17:55:00	 2  6  7 11 13 14 16 
 91	17:49:00	17:59:00	 2  5  6  7  8  9 14 15 17 19 20 
 92	17:56:00	18:00:00	 3  6  9 13 14 15 16 17 18 19 20 
 93	17:53:00	18:03:00	 1  3  4  6  7  8 10 13 16 17 18 19 20 
 94	17:57:00	18:07:00	 1  7  8 10 12 13 18 19 
 95	18:02:00	18:04:00	 1  5  7  8 11 15 16 18 20 
 96	18:01:00	18:07:00	 1  7  8  9 10 11 12 15 16 18 19 
 97	18:10:00	18:12:00	 1  2  5  7 10 12 13 14 19 
 98	18:07:00	18:15:00	 2  3  8  9 10 11 12 13 16 18 20 
 99	18:13:00	18:17:00	 4 10 11 14 15 16 20 
100	18:21:00	18:31:00	 1  3 12 15 17 18 19 20 
101	18:26:00	18:32:00	 1  3  6  8 12 13 15 16 17 19 
102	18:28:00	18:34:00	 1  2  6  8 14 16 18 19 20 
103	18:29:00	18:39:00	 1  2  4  5  6 10 11 16 19 
104	18:47:00	18:57:00	 4  8  9 13 14 16 18 19 
105	18:50:00	19:00:00	 4  5  6  7  8  9 10 11 12 13 14 17 18 20 
106	18:56:00	19:00:00	 4  6  8  9 10 11 16 17 18 
107	18:57:00	19:05:00	 1  6  9 11 12 15 16 17 20 
108	19:01:00	19:05:00	 1  2  3  8 11 13 
109	19:03:00	19:11:00	 1  2  8  9 10 16 19 
110	19:30:00	19:40:00	 1  3  8 11 15 16 17 18 19 20 
111	19:51:00	20:01:00	 1  3  5 10 12 
112	19:57:00	20:03:00	 1  2  3  4  5  6 12 13 15 16 20 
113	19:58:00	20:08:00	 2  4  5  7  8  9 11 13 20 
114	20:03:00	20:13:00	 2  3  5  6 11 15 16 
115	20:05:00	20:11:00	 1  2  7  8 13 16 
116	20:07:00	20:17:00	 2  5  6  8 10 11 14 15 16 17 18 
117	20:13:00	20:17:00	 2  3  4  5  6  7  8 10 11 12 17 18 19 20 
118	20:16:00	20:22:00	 3  5  6  8  9 10 13 15 18 
119	20:20:00	20:30:00	 1  3  4  6  9 10 14 16 20 
120	20:24:00	20:28:00	 1  4  7  9 10 11 18 19 
121	20:33:00	20:39:00	 2  3  5  9 11 12 14 15 16 
122	20:35:00	20:45:00	 4  5  7 11 17 
123	20:39:00	20:49:00	 2  3  6  8 11 12 14 17 18 
124	21:00:00	21:10:00	 1  2  3  4  5  8 10 11 15 19 
125	21:18:00	21:28:00	 1  2  5  6  7 10 11 12 13 14 15 16 19 
126	21:20:00	21:26:00	 1  4  5  9 10 12 14 15 17 19 20 
127	21:33:00	21:43:00	 4  5  6  9 11 12 13 15 17 18 
128	21:49:00	21:55:00	 1  3  6  7  8 12 13 15 19 20 
129	21:53:00	21:55:00	 5  6  8 11 13 20 
130	22:17:00	22:23:00	 2  3  5  6  8  9 11 13 16 18 19 20 
131	22:27:00	22:35:00	 1  2  3  5  9 10 18 20 
132	22:48:00	22:50:00	 1  2  3  4  5  6  7 11 14 16 
133	22:52:00	22:54:00	 2  3  4  5  6  7  8  9 13 14 15 18 19 
134	22:55:00	22:59:00	 1  4  7  8 10 12 14 16 19 
135	22:54:00	23:00:00	 2  3  4  5  6  7  8 10 11 13 14 15 17 
136	22:53:00	23:03:00	 1  4  5 10 11 12 16 17 18 20 
137	22:59:00	23:03:00	 2  5  8 12 13 16 17 18 19 20 
138	22:59:00	23:05:00	 1  2  6  8  9 10 11 12 13 14 15 18 20 
139	23:03:00	23:07:00	 2  3  4  6 10 13 14 16 20 
140	23:08:00	23:16:00	 2  3  4  6  7 11 13 14 16 17 19 
141	23:32:00	23:42:00	 1  7  9 11 12 13 15 16 19 20 
142	23:32:00	23:42:00	 1  2  3  4  6  7  8 10 11 12 13 14 16 17 18 
143	23:34:00	23:40:00	 1  4  6  7  9 10 11 13 14 15 20 
144	23:32:00	23:42:00	 1  3  5  6  7  8 10 11 13 14 15 19 
145	23:42:00	23:44:00	 4  6  7  8  9 14 18 20 
146	23:38:00	23:48:00	 3  4  5  6  8 11 12 15 18 
147	24:09:00	24:11:00	 1  8 10 12 17 18 20 
148	24:10:00	24:14:00	 3  7  9 10 13 18 
149	24:29:00	24:39:00	 4  6  7  9 12 13 14 15 
150	24:30:00	24:38:00	 1  2  3  4  5  7  8 10 11 12 13 16 17 18 20 
151	24:35:00	24:41:00	 4  6  7 10 11 12 14 16 17 20 
152	24:55:00	25:05:00	 1  3  7  8 10 14 15 19 
153	24:57:00	25:07:00	 1  3  5  6  9 11 12 13 20 
154	24:58:00	25:06:00	 1 11 14 18 20 
155	24:57:00	25:07:00	 5  7  8  9 10 18 19 20 
156	25:07:00	25:13:00	 3  6 12 15 17 18 20 
157	25:13:00	25:23:00	 1  2  3  5  9 10 12 13 16 
158	25:18:00	25:24:00	 4  6  7 11 12 13 14 15 16 19 
159	25:40:00	25:46:00	 1  3  5  8  9 10 12 14 15 17 19 20 
160	26:02:00	26:06:00	 1  5  7  8 11 12 14 16 18 
161	26:02:00	26:10:00	 2  4  5  6  7  8 10 11 13 14 15 17 18 19 20 
162	26:03:00	26:09:00	 1  2  5  6  7  9 10 11 15 16 18 
163	26:05:00	26:09:00	 3  4  5  6  7  8  9 11 12 17 18 19 20 
164	26:22:00	26:30:00	 1  6 10 11 12 13 17 19 20 
165	26:29:00	26:31:00	 2  3  4  8 11 14 17 18 19 
166	26:28:00	26:34:00	 2  3  4  6  7  8  9 12 14 15 16 17 19 20 
167	26:29:00	26:35:00	 1  2  5  6  9 10 11 12 13 14 16 19 20 
168	26:30:00	26:40:00	 2  3  4  6  7  8 12 13 14 15 18 19 20 
169	26:31:00	26:39:00	 1  2  3  4  7  8 10 12 13 16 19 20 
170	26:39:00	26:41:00	 3  6  7 10 11 12 13 16 17 18 20 
171	26:45:00	26:53:00	 2  3  4  5  7  8 11 13 14 18 19 20 
172	26:49:00	26:55:00	 1  5  8 10 12 19 
173	26:50:00	27:00:00	 4  5  8 10 11 14 15 16 17 19 20 
174	27:05:00	27:07:00	 1  6  7  9 10 11 12 14 20 
175	27:20:00	27:22:00	 4  5  6  8  9 11 12 13 15 16 17 20 
176	27:20:00	27:28:00	 4  6  8  9 11 13 18 19 20 
177	27:26:00	27:30:00	 1  2  3  4  6 12 14 15 16 17 18 20 
178	27:34:00	27:44:00	 1  2  3  5  7  8  9 10 17 20 
179	27:50:00	27:52:00	 1  2  7  8  9 13 14 15 20 
180	27:50:00	27:56:00	 1  3  4  6 10 15 16 17 19 
181	28:06:00	28:16:00	 1  2  8  9 10 12 15 
182	28:07:00	28:15:00	 3  5  7  9 10 13 14 18 19 20 
