100 10
  1	05:00:00	21:00:00
  2	05:00:00	21:00:00
  3	05:00:00	21:00:00
  4	05:00:00	21:00:00
  5	05:00:00	21:00:00
  6	05:00:00	21:00:00
  7	05:00:00	21:00:00
  8	05:00:00	21:00:00
  9	05:00:00	21:00:00
 10	05:00:00	21:00:00
  1	05:01:00	05:09:00	 2  3  4  5  8 
  2	05:18:00	05:20:00	 1  2  8 10 
  3	05:23:00	05:29:00	 1  2  3  4  8 
  4	05:43:00	05:47:00	 2  3  4  5  7 
  5	05:48:00	05:50:00	 2  4  7 
  6	05:49:00	05:59:00	 1  3  5  6  7 
  7	05:51:00	05:57:00	 1  3  6  8 
  8	05:52:00	06:02:00	 1  2  4  9 
  9	05:53:00	06:03:00	 1  2  6  7  8 
 10	05:57:00	06:03:00	 3  6  7  8 10 
 11	06:02:00	06:06:00	 1  2  3  4  5 
 12	06:06:00	06:10:00	 1  2  4  6  7 
 13	06:09:00	06:13:00	 2  3  4  8 10 
 14	06:10:00	06:18:00	 1  3  4  5  6 
 15	06:14:00	06:22:00	 1  3  9 
 16	06:35:00	06:37:00	 1  4  5  7  8 
 17	06:33:00	06:41:00	 1  2  3  4  5 
 18	06:36:00	06:44:00	 1  3  6  7  8 
 19	06:40:00	06:42:00	 5  6  7 10 
 20	06:43:00	06:45:00	 1  3  6  7 10 
 21	06:41:00	06:51:00	 1  2  3  6  9 
 22	07:09:00	07:11:00	 2  4  5  6  9 
 23	07:06:00	07:16:00	 3  9 
 24	07:09:00	07:13:00	 2  3  6  7  8 
 25	07:14:00	07:24:00	 2  3  4  5  7 
 26	07:34:00	07:36:00	 1 
 27	07:51:00	08:01:00	 2  6  7 
 28	07:59:00	08:07:00	 2  3  4  5  6 
 29	08:05:00	08:09:00	 2  3  5 
 30	08:09:00	08:13:00	 1  8  9 
 31	08:24:00	08:32:00	 1  6  7  8 
 32	08:46:00	08:56:00	 1  2  5  8 10 
 33	09:09:00	09:19:00	 1  2  5 
 34	09:30:00	09:38:00	 1  8 10 
 35	09:44:00	09:46:00	 2  5  9 10 
 36	09:44:00	09:52:00	 1  2  3  6  9 
 37	09:45:00	09:55:00	 4  8 
 38	09:47:00	09:57:00	 1  2  3  4  7 
 39	09:50:00	09:56:00	 2  3  4  6  8 
 40	09:56:00	10:06:00	 2  3  4  5  6 
 41	10:02:00	10:06:00	 1  2  3  6  7 
 42	10:07:00	10:09:00	 3  4  7 10 
 43	10:15:00	10:25:00	 2  4  5 10 
 44	10:22:00	10:24:00	
 45	10:41:00	10:47:00	 2  4  5  6  7 
 46	10:40:00	10:50:00	 1  5  7  8 10 
 47	11:05:00	11:11:00	 7 10 
 48	11:14:00	11:20:00	 2  3  4  6  7 
 49	11:23:00	11:31:00	 1  3  4  6  9 
 50	11:27:00	11:35:00	 1  2  3  6  7 
 51	11:50:00	11:56:00	 2  3  4  9 10 
 52	12:11:00	12:21:00	 1  2  3  4  5 
 53	12:34:00	12:36:00	 2  3  7  8 
 54	12:31:00	12:39:00	 1  5  6  7 
 55	12:43:00	12:49:00	 2  3  4  9 10 
 56	13:05:00	13:07:00	 2  3  4  6  8 
 57	13:03:00	13:09:00	 3  5  8 10 
 58	13:30:00	13:38:00	 1  2  4  6 10 
 59	13:31:00	13:37:00	 1  2  3  4  6 
 60	13:44:00	13:50:00	 2  3  8  9 10 
 61	13:59:00	14:09:00	 1  2  5  6  8 
 62	14:25:00	14:31:00	 2  3  5  6  9 
 63	14:29:00	14:33:00	 4  5  9 
 64	14:31:00	14:37:00	 3  4  7  9 
 65	14:59:00	15:01:00	 4  9 
 66	15:01:00	15:05:00	 2  7  8  9 10 
 67	15:20:00	15:30:00	 2  3  4  5  6 
 68	15:26:00	15:32:00	 6  9 
 69	15:45:00	15:49:00	 4  5  8  9 10 
 70	15:45:00	15:55:00	 2  3  4  5  6 
 71	15:50:00	15:54:00	 1  3  7  8  9 
 72	15:51:00	15:55:00	 1  3  5  6  7 
 73	15:48:00	15:58:00	 3  4  7  9 10 
 74	15:48:00	15:58:00	 2  3  6  7  8 
 75	15:53:00	15:57:00	 2  5  6  8 
 76	16:08:00	16:12:00	 3  5  6 
 77	16:22:00	16:28:00	 1  3  5  6  8 
 78	16:31:00	16:39:00	 2  3  4  6  7 
 79	16:55:00	17:03:00	 1  5  6  9 
 80	17:08:00	17:18:00	 1  4  5  6 10 
 81	17:11:00	17:15:00	 5  7  8 
 82	17:10:00	17:16:00	 1  3  5  6  8 
 83	17:09:00	17:19:00	 1  2  4  7 
 84	17:11:00	17:21:00	 1  3  4  6  9 
 85	17:37:00	17:43:00	 1  3  5  8 
 86	17:52:00	17:58:00	 1  2  3  8 10 
 87	17:54:00	18:04:00	 1  2  3  6 
 88	17:58:00	18:08:00	 1  5  6  7  8 
 89	18:00:00	18:08:00	 2  3  4  5  7 
 90	18:01:00	18:07:00	 1  2  4  5  6 
 91	18:22:00	18:24:00	 1  2  4  6  8 
 92	18:30:00	18:38:00	 4  8  9 10 
 93	18:34:00	18:42:00	 1  3  4  5  6 
 94	18:37:00	18:41:00	 1  3  4  7 10 
 95	18:40:00	18:46:00	 3  4  5  7  8 
 96	18:39:00	18:47:00	 1  4  5  9 10 
 97	18:42:00	18:44:00	 1  2  7  9 
 98	18:41:00	18:45:00	 1  2  5  7  8 
 99	18:52:00	18:54:00	 2  3  6  7  8 
100	19:00:00	19:02:00	 1  6  8 10 

